"File","Para","Hits","Snippet"
"canon/02_glossary.md","312","timeline_like","<a id=""term-soul-leakage""></a> ### <a id=""term-soul-leakage""></a>靈魂滲漏（Soul Leakage） - 一句定義：時間線裂痕與靈魂層失衡造成的存在性外洩現象，會令現實穩定度持續下降。 - 重要性：它是帝國廣場決戰..."
"canon/02_glossary.md","313","timeline_like","<a id=""term-emotion-link""></a> ### <a id=""term-emotion-link""></a>情緒連結（Emotion Link） - 一句定義：戰術上將多名魔法少女的情緒場域短暫同步，換取高強度協同增幅的高風險連結機制。 - 重要性：它是團隊..."
"canon/02_glossary.md","314","timeline_like","<a id=""term-soul-resonance""></a> ### <a id=""term-soul-resonance""></a>靈魂共鳴（Soul Resonance） - 一句定義：超越肉身與時間邊界的意志同步狀態，使已離場角色的「態度殘響」仍可介入當下因果。 - 重..."
"canon/02_glossary.md","315","rule_like,timeline_like","<a id=""term-causal-debt""></a> ### <a id=""term-causal-debt""></a>因果債務（Causal Debt） - 一句定義：每次強行改寫或縫合現實都會累積的系統性反噬成本，最終必須由某個主體償還。 - 重要性：它約束了「改變現實..."
"canon/02_glossary.md","316","timeline_like","<a id=""term-unit-01""></a> ### <a id=""term-unit-01""></a>Unit 01（美夜子兵器編號） - 一句定義：美夜子於復活後被帝國軍方編入的階段一兵器身份代碼。 - 重要性：它標記美夜子由「人」轉為「制度工具」的斷裂點，直接連結其後..."
"canon/02_glossary.md","317","timeline_like","<a id=""term-kurokanae""></a> ### <a id=""term-kurokanae""></a>黑奏（Kurokanae） - 一句定義：由彩在極端創傷下分裂出的保護者人格，後成為帝國最高權力核心。 - 重要性：黑奏是 Alpha/Beta 結構、共振地獄與..."
"canon/02_glossary.md","318","timeline_like","<a id=""term-faceless-executor""></a> ### <a id=""term-faceless-executor""></a>無臉執行官（Faceless Executor） - 一句定義：帝國清剿行動中的高階執行體，象徵制度將個體去人格化後的純功能暴力。..."
"canon/02_glossary.md","319","rule_like,timeline_like","<a id=""term-corpse-transformation""></a> ### <a id=""term-corpse-transformation""></a>屍骸化（Corpse Transformation） - 一句定義：個體在情緒結構崩壞與規則侵蝕下，轉化為[魔法屍..."
"canon/03_character_index.md","6","glossary_like","- 本文件只作角色導航與關係總覽。 - 角色完整設定以各角色 Sheet 為準。 - 不重寫術語與規則全文，統一連結至 Canon 對應檔。"
"canon/03_character_index.md","10","glossary_like","- 劇情功能：在至少一個四幕轉折節點推進衝突或揭示代價。 - 主題功能：對主題「[態度 vs. 命運](02_glossary.md#term-attitude-vs-fate)」提供該角色獨特答案。 - 情緒功能：與晴香路徑形成互補或對照，擴大觀眾理解面。"
"canon/03_character_index.md","27","glossary_like","- **晴香 ↔ 黑奏**：黑奏偽裝成「彩」潛伏在晴香身邊，收割情緒能量 - **晴香 ↔ 夕**：本體與陰影，最終整合 - **秋穗 ↔ 黑奏**：魔鬼契約——黑奏提供救活愛莉的方法，秋穗為黑奏培養晴香 - **夕 ↔ 黑奏**：夕以為自己在反叛，實際上是黑奏的無意識能量農場 ..."
"canon/03_character_index.md","33","glossary_like","本主題聚焦「完美外觀」點樣反過來吞噬人。代表：[操](03_characters/ayakomoji_sou.md)（「沒有痛覺的完美比地獄更可怕」）、[黑奏](03_characters/antagonist.md)（[共振地獄](02_glossary.md#term-res..."
"canon/03_character_index.md","42","timeline_like","**See also**: [秋穗](03_characters/akiho.md) | [Timeline](04_timeline_canon.md#event-alpha-divergence)"
"canon/03_character_index.md","46","timeline_like","**See also**: [彩](03_characters/iroha.md) | [黑奏](03_characters/antagonist.md) | [Timeline](04_timeline_canon.md#event-hotaru-death)"
"canon/03_character_index.md","54","timeline_like","**See also**: [黑奏](03_characters/antagonist.md) | [Timeline](04_timeline_canon.md#event-kurokana-usurp)"
"canon/03_characters/airi.md","2","glossary_like","> **讀者指引**：本頁是愛莉的單一角色 Canon Sheet——秋穗的女兒、第一個人造魔法屍骸石像，以及精神網絡中的「紙皮騎士」。 > 首次閱讀建議先看 [§ Header Table](#char-airi) 與 [§ Want/Need/Lie/Truth](#sect..."
"canon/03_characters/airi.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/airi.md","8","glossary_like","| 欄位 | 內容 | |------|------| | **全名** | 東雲愛莉（しののめ あいり） | | **年齡** | 10 代初（成為屍骸時） | | **身份** | 秋穗的女兒、第一個人造[魔法屍骸](../02_glossary.md#term-magica..."
"canon/03_characters/airi.md","12","glossary_like","愛莉闖入母親[秋穗](akiho.md)的實驗室接觸情緒力量裝置，意外成為[緋潮](../02_glossary.md#term-scarlet-tide)的第一個人類錨點——世界上第一個人造[魔法屍骸](../02_glossary.md#term-magical-corpse..."
"canon/03_characters/airi.md","13","timeline_like","**See also**: [Timeline — 愛莉事故](../04_timeline_canon.md#event-airi-accident)"
"canon/03_characters/airi.md","15","glossary_like","瓦楞紙箱盔甲、膠帶纏繞紙劍、蠟筆畫的笑臉太陽紙盾——這就是愛莉在[集體潛意識](../02_glossary.md#term-collective-unconscious)中的全部裝備。她以毒舌少女的語氣指引表姐[晴香](haruka.md)，用最廉價的材料擋住最沉重的命運。"
"canon/03_characters/airi.md","26","glossary_like","| 維度 | 內容 | |------|------| | **Want** | 守護母親和表姐；阻止[共振地獄](../02_glossary.md#term-resonance-hell)計劃；讓母親知道「我從來沒怪過妳」 | | **Need** | 讓母親放手；獲得母親原..."
"canon/03_characters/airi.md","30","glossary_like","| 符號 | 意義 | |------|------| | 紙皮盔甲與紙劍 | 最廉價的材料擋住命運——價值不在材質，在[態度](../02_glossary.md#term-attitude-vs-fate) | | 石像 | 現實中的囚禁——被困在自己身體中的靈魂 | | 黑..."
"canon/03_characters/airi.md","31","glossary_like","**主題關聯**：子主題 C「身份的本質」——即使變成石像、即使只有紙皮武裝，[態度](../02_glossary.md#term-attitude-vs-fate)決定存在的意義。子主題 D「連結的價值」——母女之間無法被石化阻斷的羈絆。"
"canon/03_characters/airi.md","37","glossary_like","[濾心](../02_glossary.md#term-filter-heart)機制過載，紙皮騎士的戰鬥愈發激烈。紙皮盔甲開始碎裂，黑色觸手越來越多。愛莉在精神戰場上獨自苦戰，每次受傷都用膠帶把紙皮重新黏回去。"
"canon/03_characters/airi.md","39","glossary_like","在晴香的夢境中，紙皮騎士終於開口——「笨蛋表姐！」。愛莉將活體黑盒中保存的關鍵真相碎片交給晴香，揭露 [Alpha 線](../02_glossary.md#term-alpha-line)被隱藏的記憶。"
"canon/03_characters/airi.md","44","glossary_like","1. **紙皮騎士裝備**：穿瓦楞紙箱盔甲、揮舞膠帶紙劍——用孩子的方式守護世界 2. **斬斷黑色觸手**：精神層面守護隊友免受[黑奏](antagonist.md)[情緒侵蝕](../02_glossary.md#term-emotional-erosion)，每次揮劍都帶著..."
"canon/03_characters/airi.md","58","glossary_like","| 對象 | 關係 | 核心動態 | |------|------|---------| | [秋穗](akiho.md) | 母親 | 秋穗每天懺悔，愛莉全都聽到；核心母女線收束於「我從來沒怪過妳」 | | [晴香](haruka.md) | 表姐 | 在夢境中以毒舌引導晴香；..."
"canon/03_characters/airi.md","60","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/airi.md","61","timeline_like","- [愛莉事故](../04_timeline_canon.md#event-airi-accident)：紙皮騎士弧光的起點。 - [紙皮騎士守護（一）](../04_timeline_canon.md#event-paper-knight-1)：先在美夜子噩夢場域出現，建立潛..."
"canon/03_characters/airi.md","66","glossary_like,timeline_like","- [秋穗 Canon Sheet](akiho.md) — 母親的罪孽與救贖 - [晴香 Canon Sheet](haruka.md) — 表姐、創世者 - [Character Index](../03_character_index.md) — 角色總覽與關係網 - [T..."
"canon/03_characters/akiho.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/akiho.md","8","glossary_like,timeline_like","| 欄位 | 內容 | |------|------| | **全名** | 東雲秋穗（しののめ あきほ） | | **年齡** | 40 代（帝國歷 113 年時） | | **身份** | 頂尖生命機械學家、[情緒力量裝置](../02_glossary.md#term-em..."
"canon/03_characters/akiho.md","14","rule_like,glossary_like,timeline_like","帝國歷 98 年的愛莉事故構成秋穗角色弧的不可逆起點。此處只保留角色心理與責任意義；事故客觀鏈與機制口徑分別見 [Timeline：愛莉事故](../04_timeline_canon.md#event-airi-accident) 與 [Glossary：魔法屍骸](../02..."
"canon/03_characters/akiho.md","15","timeline_like","**See also**: [愛莉事故](../04_timeline_canon.md#event-airi-accident)"
"canon/03_characters/akiho.md","19","timeline_like","為黑奏服務期間，秋穗犯下最不可饒恕的罪行——把美夜子推入 Unit 01 路線。此段聚焦罪責與心理後果；技術流程與事件順序見 [Timeline：美夜子復活](../04_timeline_canon.md#event-miyako-revival)。"
"canon/03_characters/akiho.md","20","timeline_like","**See also**: [美夜子復活](../04_timeline_canon.md#event-miyako-revival)"
"canon/03_characters/akiho.md","22","glossary_like","每天，秋穗都會來到愛莉的石像前說話。她傾訴研究進展、說晴香今天的狀況、哭訴自己的罪孽。她不知道的是——愛莉在[集體潛意識](../02_glossary.md#term-collective-unconscious)的精神深處聽得到一切。每一句話，每一聲嗚咽，愛莉都記住了。"
"canon/03_characters/akiho.md","23","glossary_like","**See also**: [愛莉的濾心機制](../02_glossary.md#term-filter-mechanism)"
"canon/03_characters/akiho.md","25","glossary_like","「過程不重要，結果才是一切。」——這句話是秋穗的行事信條。為了救愛莉，她可以犧牲任何人；為了超越花子，她可以跨越任何道德底線。她開發[情緒毒品](../02_glossary.md#term-emo-visor)、協助建立[魔法少女](../02_glossary.md#term..."
"canon/03_characters/akiho.md","30","rule_like","**Lie（核心謊言）**： - 「收集足夠能量就能救愛莉」——黑奏的承諾從未打算兌現 - 「結果才是一切」——過程中造成的傷害同樣真實且不可逆 - 「我是為了愛莉才這麼做」——部分動機是為了超越花子和自我救贖"
"canon/03_characters/akiho.md","31","glossary_like","**Truth（最終真相）**： - 真正的救贖不是修正過去，而是接納現在 - 愛莉需要的不是科學奇蹟，而是母親的一句「對不起」和女兒的一句「我原諒妳」 - [態度比命運更重要](../02_glossary.md#term-attitude-vs-fate)——「我做錯了，但我..."
"canon/03_characters/akiho.md","36","timeline_like","**See also**: [無臉執行官真相](../04_timeline_canon.md#event-faceless-truth) | [秋穗的循環](../04_timeline_canon.md#event-akiho-time-loop)"
"canon/03_characters/akiho.md","40","glossary_like","秋穗以「茶餐廳老闆娘」身份守護[晴香](haruka.md)，隱藏科學家過去。表面是溫暖的阿姨，暗中培養晴香的[情緒增幅器](../02_glossary.md#term-emotional-amplifier)能力，監控其力量成長。每天仍到愛莉石像前懺悔。"
"canon/03_characters/akiho.md","42","timeline_like","秋穗在第二幕失去「善意監護人」的道德位置。   她從保護者翻轉為加害鏈節點，與晴香的關係由信任轉為審判。規則與機制內容統一回指 [守恆定律揭露](../04_timeline_canon.md#event-conservation-revealed)。"
"canon/03_characters/akiho.md","43","timeline_like","**See also**: [守恆定律揭露](../04_timeline_canon.md#event-conservation-revealed)"
"canon/03_characters/akiho.md","47","glossary_like","[愛莉](airi.md)的聲音從[集體潛意識](../02_glossary.md#term-collective-unconscious)深處傳來——"
"canon/03_characters/akiho.md","68","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/akiho.md","69","timeline_like","- [愛莉事故](../04_timeline_canon.md#event-airi-accident)：罪責起點與技術原罪。 - [守恆定律揭露](../04_timeline_canon.md#event-conservation-revealed)：從遮掩者轉為揭露者。 ..."
"canon/03_characters/akiho.md","74","glossary_like,timeline_like","- [Character Index](../03_character_index.md) - [Story Outline](../05_story_outline_canon.md) — 四幕結構完整劇情 - [Timeline: 愛莉事故](../04_timeline_c..."
"canon/03_characters/antagonist.md","2","timeline_like","> **讀者指引**：本頁是「黑奏」的 Canon Sheet——從[彩](iroha.md)的創傷中誕生的保護者人格，後成為帝國皇帝與極致修正主義者。 > 黑奏與彩共享一具身體。理解黑奏必須先理解螢的死亡（[Timeline](../04_timeline_canon.md#e..."
"canon/03_characters/antagonist.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/antagonist.md","8","glossary_like,timeline_like","| 項目 | 內容 | |------|------| | 身份 | [彩](iroha.md)的保護者人格 / 帝國皇帝 / 極致修正主義者 | | 誕生 | 帝國歷 79 年——6 歲時螢被殺，從彩的創傷中分裂 | | 篡位 | 帝國歷 85 年——弒殺養父[帝國皇帝](....."
"canon/03_characters/antagonist.md","12","timeline_like","帝國歷 79 年，6 歲的[彩](iroha.md)在通風管道中因恐懼過度換氣，哭聲引來士兵，螢為保護她衝出去被殺。那一刻，彩的靈魂為了生存而分裂——「黑奏」誕生。她的第一個念頭不是復仇，而是：「我不會再讓彩感到恐懼。」"
"canon/03_characters/antagonist.md","13","timeline_like","**See also**: [Timeline — 黑奏創傷事件](../04_timeline_canon.md#event-hotaru-death) | [螢（次要角色）](../03_character_index.md#char-hotaru)"
"canon/03_characters/antagonist.md","17","glossary_like","### 修正方案——[共振地獄](../02_glossary.md#term-resonance-hell)（痛楚公有化）"
"canon/03_characters/antagonist.md","18","glossary_like","黑奏把共振地獄當成「慈悲工程」：不靠勸善，而是讓所有人先痛再行動。   她相信這能終止暴力，卻同時把自由意志壓成服從機制。角色層面上，這是她由保護者滑向獨裁者的關鍵一步。機制條文見 [Glossary：共振地獄](../02_glossary.md#term-resonance-..."
"canon/03_characters/antagonist.md","21","glossary_like","1. **初始版本**（帝國歷 79-85 年）：修正「人類傷害人類」→ 共振地獄 v1（痛覺共享） 2. **中期版本**（帝國歷 85-102 年）：修正「人類感到恐懼」→ 情緒壓抑系統（[Emo-Visor](../02_glossary.md#term-emo-visor..."
"canon/03_characters/antagonist.md","24","rule_like,timeline_like","帝國歷 85 年，12 歲的黑奏弒殺養父帝國皇帝篡位。標誌著從「保護者」到「獨裁者」的不可逆轉折——為了保護彩，她需要權力；為了權力，她需要帝國；為了帝國，她需要成為她曾經憎恨的暴君。"
"canon/03_characters/antagonist.md","25","timeline_like","**See also**: [Timeline — 黑奏篡位](../04_timeline_canon.md#event-kurokana-usurp) | [帝國皇帝（次要角色）](../03_character_index.md#char-emperor)"
"canon/03_characters/antagonist.md","27","glossary_like","1. **[Emo-Visor](../02_glossary.md#term-emo-visor) 推廣**：將情緒毒品普及為社會基礎設施，建立情緒數據監控網 2. **搶奪原初之苦**：把[愛莉](airi.md)推入失控邊緣，奪取[集體潛意識](../02_glossary..."
"canon/03_characters/antagonist.md","29","glossary_like","魔法少女是「極限情感數據養殖場」。黑奏的策略是放養而非一次性收割——讓少女經歷希望、絕望、再希望、再絕望的循環，每次循環都產生更高純度的情緒能量。對她而言，[魔法屍骸](../02_glossary.md#term-magical-corpse)只是收割流程的末端產物（術語口徑見..."
"canon/03_characters/antagonist.md","38","glossary_like","| 維度 | 內容 | |------|------| | **Want** | 建立[共振地獄](../02_glossary.md#term-resonance-hell)；消滅情緒缺陷；創造彩能活的完美世界 | | **Need** | 承認無法拯救彩；放棄修正主義；讓彩自..."
"canon/03_characters/antagonist.md","42","glossary_like","| 符號 | 意義 | |------|------| | 萬花筒[心匣](../02_glossary.md#term-heart-container) | 扭曲的愛——將世界折疊成「無痛苦」的美麗幻象 | | [共振地獄](../02_glossary.md#term-res..."
"canon/03_characters/antagonist.md","48","glossary_like","偽裝成轉校生「彩」接近[晴香](haruka.md)。收集情緒數據，測試晴香的[情緒增幅器](../02_glossary.md#term-emotional-amplifier)極限。表面上是溫順的新同學，實際上每一個微笑、每一次示弱都是精心設計的心理實驗。"
"canon/03_characters/antagonist.md","49","glossary_like","黑奏在此階段建立情報網：通過「彩」的視角觀察所有魔法少女的弱點，標記每個人的[執念飽和度](../02_glossary.md#term-saturation-of-obsession)臨界值。"
"canon/03_characters/antagonist.md","56","glossary_like","強制連結所有人類神經，啟動[共振地獄](../02_glossary.md#term-resonance-hell)。帝國廣場成為決戰場。[緋潮](../02_glossary.md#term-scarlet-tide)反噬與黑奏的修正力量交織——世界在「接納」與「修正」之間撕裂..."
"canon/03_characters/antagonist.md","57","timeline_like","在第三幕中段，黑奏刻意執行「[真身揭露：巨大衣服，微小的神](../04_timeline_canon.md#event-kurokana-body-reveal)」：以皇袍滑落暴露幼體身軀，將「皇權威壓」瞬間轉成「被囚禁孩童」的心理震波。這不是示弱，而是對敵我認知的重新編排：迫..."
"canon/03_characters/antagonist.md","59","timeline_like","**See also**: [Timeline — 最終決戰](../04_timeline_canon.md#event-final-battle) | [Story Outline](../05_story_outline_canon.md)"
"canon/03_characters/antagonist.md","72","glossary_like","與[鏡像法則](../02_glossary.md#term-mirror-law)的關係：黑奏把「映照真實」當作可被操控的舞台道具。角色意義上，這可視為她修正主義的視覺化；法則條文與演出規格分別見 [World Rules](../01_world_rules_and_cost..."
"canon/03_characters/antagonist.md","75","glossary_like","| 對象 | 關係 | 性質 | |------|------|------| | [彩](iroha.md) | 主人格 / 被保護者 | 黑奏存在的唯一理由；最終被彩選擇否定 | | [螢](../03_character_index.md#char-hotaru) | 創傷..."
"canon/03_characters/antagonist.md","77","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
